recover_ratio,constructed_adp,orthogonal_scale,mean_accuracy,std_accuracy,num_runs,mean_measured_adp,std_measured_adp,mean_distance_to_victim,std_distance_to_victim,metric_key
0.01,0.0,0.0,0.9197247706422018,0.0,1,0.0,0.0,2.0419147437351803,0.0,eval_accuracy
0.01,0.0,0.25,0.9190366972477063,0.0007606937592558027,10,-5.288754503409933e-11,1.0043451037514037e-10,2.627605924596138,2.7800321952846352e-08,eval_accuracy
0.01,0.0,0.5,0.9186926605504586,0.0008027522935779574,10,2.6458540955116562e-11,1.5877586742088433e-10,3.8870302462134148,6.512229006203786e-08,eval_accuracy
0.01,0.0,0.75,0.9180045871559633,0.0012821490696672967,10,2.482452918051149e-11,1.1711228708847232e-10,5.365024757206021,1.0759302254118944e-07,eval_accuracy
0.01,0.0,1.0,0.9177752293577981,0.0017048243976282614,10,-1.1587967062414805e-11,1.6070399075343983e-10,6.922988443472614,1.567805282303002e-07,eval_accuracy
0.01,0.25,0.0,0.9105504587155964,0.0,1,0.2500000000915008,0.0,2.6276059626981896,0.0,eval_accuracy
0.01,0.25,0.25,0.9091743119266056,0.0006880733944954143,10,0.2500000000491945,9.150205447538435e-11,3.104707745498222,2.2077872440626562e-08,eval_accuracy
0.01,0.25,0.5,0.9089449541284405,0.0009174311926605423,10,0.25000000012288315,1.7078840193912595e-10,4.224204232201112,6.231199297276398e-08,eval_accuracy
0.01,0.25,0.75,0.9084862385321101,0.0011236191480656645,10,0.2500000001555352,1.2161560997680335e-10,5.61412397291754,1.0491620417822894e-07,eval_accuracy
0.01,0.25,1.0,0.9083715596330274,0.001399834359602485,10,0.25000000008652823,1.6968856589485143e-10,7.11777115790286,1.4773691305242392e-07,eval_accuracy
0.01,0.5,0.0,0.9036697247706422,0.0,1,0.5000000000080653,0.0,3.887030352786364,0.0,eval_accuracy
0.01,0.5,0.25,0.9036697247706422,0.0,10,0.49999999996319067,8.927445657150349e-11,4.224204309102062,1.7416856767514666e-08,eval_accuracy
0.01,0.5,0.5,0.9037844036697248,0.000344036697247696,10,0.5000000000091586,1.5263230955407846e-10,5.103782256570197,5.608504127037068e-08,eval_accuracy
0.01,0.5,0.75,0.9035550458715595,0.0008027522935780002,10,0.5000000000458416,1.3613019072949122e-10,6.3026248371140365,9.817992607586328e-08,eval_accuracy
0.01,0.5,1.0,0.9033256880733944,0.001032110091743135,10,0.499999999999764,1.78666172028961e-10,7.672506635490784,1.2691859470001363e-07,eval_accuracy
0.01,0.75,0.0,0.875,0.0,1,0.7499999999163457,0.0,5.365024840668803,0.0,eval_accuracy
0.01,0.75,0.25,0.8751146788990827,0.00034403669724769603,10,0.7499999998798504,9.608492490404265e-11,5.614124007687918,2.0552701932157058e-08,eval_accuracy
0.01,0.75,0.5,0.8756880733944954,0.0007606937592558262,10,0.7499999999350737,1.54407993249577e-10,6.30262481678124,4.997807678094487e-08,eval_accuracy
0.01,0.75,0.75,0.8770642201834864,0.0008581782997188155,10,0.7499999999677833,1.1879424617851095e-10,7.30736382610665,7.84505709614339e-08,eval_accuracy
0.01,0.75,1.0,0.8775229357798165,0.001123619148065685,10,0.7499999999169067,1.8465651997049542e-10,8.517150003449775,1.2794793783981216e-07,eval_accuracy
0.01,1.0,0.0,0.5344036697247706,0.0,1,1.0,0.0,6.922988682821433,0.0,eval_accuracy
0.01,1.0,0.25,0.5337155963302752,0.0005618095740328221,10,0.999999999954517,8.357092359114212e-11,7.117771389864328,1.8748359090937744e-08,eval_accuracy
0.01,1.0,0.5,0.5339449541284405,0.0010510494713201442,10,1.0000000000010072,1.7992727850154167e-10,7.67250680212728,3.210369135063451e-08,eval_accuracy
0.01,1.0,0.75,0.5339449541284405,0.0013761467889908193,10,1.0000000000438451,1.2714560161996107e-10,8.517150183653198,6.024366532812227e-08,eval_accuracy
0.01,1.0,1.0,0.5334862385321101,0.0021020989426403015,10,1.0000000000026177,1.6802093979999536e-10,9.575287244877478,1.1987507725981613e-07,eval_accuracy
