recover_ratio,constructed_adp,orthogonal_scale,mean_accuracy,std_accuracy,num_runs,mean_measured_adp,std_measured_adp,mean_distance_to_victim,std_distance_to_victim,metric_key
0.01,0.0,0.0,0.9061587929755133,0.0,1,0.0,0.0,8.654232419007029,0.0,eval_accuracy
0.01,0.0,0.25,0.9058916646054909,0.00021670241022813714,10,-1.272722743369462e-11,4.188671267556307e-11,10.13865452202318,8.185478236055964e-08,eval_accuracy
0.01,0.0,0.5,0.9058248825129853,0.0002561503237349556,10,3.706958725465424e-11,4.963726830111361e-11,13.655842930147333,2.3129010188479963e-07,eval_accuracy
0.01,0.0,0.75,0.905607222359634,0.00032155292133800005,10,-1.7724500486283247e-11,3.9909638545736344e-11,18.054498869238408,4.101099248652183e-07,eval_accuracy
0.01,0.0,1.0,0.9053821419737819,0.00039716539820270453,10,6.853943210032508e-12,3.821039581033514e-11,22.830702304579283,5.401853188714817e-07,eval_accuracy
0.01,0.25,0.0,0.8991095720999258,0.0,1,0.2499999999825728,0.0,10.138654530841604,0.0,eval_accuracy
0.01,0.25,0.25,0.8993346524857777,0.00018089749694015123,10,0.24999999996419214,5.269980765570216e-11,11.431924259748689,7.43475796513263e-08,eval_accuracy
0.01,0.25,0.5,0.8992258224091021,0.0003718434076118488,10,0.250000000021194,4.4424728017261704e-11,14.641674179404657,1.9565317177691508e-07,eval_accuracy
0.01,0.25,0.75,0.8989537472174127,0.0005478535204343395,10,0.2499999999681338,4.173954136290214e-11,18.811206919078238,3.7315234045077775e-07,eval_accuracy
0.01,0.25,1.0,0.8986767252040565,0.00048383481733028363,10,0.24999999998054082,4.699461446961269e-11,23.433683912625984,5.251369094554977e-07,eval_accuracy
0.01,0.5,0.0,0.8822409102151867,0.0,1,0.5000000000240876,0.0,13.655842974013296,0.0,eval_accuracy
0.01,0.5,0.25,0.8818179569626515,0.0002559591845804529,10,0.5000000000041631,4.615923463038139e-11,14.641674196298851,4.8647135454294454e-08,eval_accuracy
0.01,0.5,0.5,0.881545881770962,0.0003020094386062601,10,0.5000000000544087,3.837696135527799e-11,17.26465618037847,1.8801018864863403e-07,eval_accuracy
0.01,0.5,0.75,0.881315854563443,0.0004691924096514135,10,0.5000000000163533,4.30775676544091e-11,20.917725441555557,3.099228588612539e-07,eval_accuracy
0.01,0.5,1.0,0.8809819441009152,0.00042402226649148277,10,0.5000000000390534,4.0995883769036215e-11,25.156058416043244,4.7297805168002226e-07,eval_accuracy
0.01,0.75,0.0,0.8457828345288152,0.0,1,0.7499999999513579,0.0,18.054498963987832,0.0,eval_accuracy
0.01,0.75,0.25,0.8459980212713332,0.00023361623923064508,10,0.7499999999405332,4.163430834169986e-11,18.811206986251943,6.419700026696536e-08,eval_accuracy
0.01,0.75,0.5,0.8458248825129854,0.0003835063178651746,10,0.7499999999901485,5.085347717725513e-11,20.917725471190153,1.90191651036301e-07,eval_accuracy
0.01,0.75,0.75,0.8455725946079644,0.00043510242338125994,10,0.7499999999371438,4.650215290432291e-11,24.02153452944573,2.9465314865990626e-07,eval_accuracy
0.01,0.75,1.0,0.8450556517437546,0.0005348747353234764,10,0.7499999999633968,3.3718392384303095e-11,27.790468891808263,4.092973510488256e-07,eval_accuracy
0.01,1.0,0.0,0.7524363096710364,0.0,1,1.0,0.0,22.83070232703151,0.0,eval_accuracy
0.01,1.0,0.25,0.7521197130843433,0.0004151795252704865,10,0.9999999999946502,4.309288960244674e-11,23.433684013350394,6.190595051451332e-08,eval_accuracy
0.01,1.0,0.5,0.7520974523868414,0.00047086492956093315,10,1.0000000000344735,3.925883398691621e-11,25.156058474804247,1.3908249017692147e-07,eval_accuracy
0.01,1.0,0.75,0.7522087558743508,0.0005026321363692489,10,0.9999999999821133,4.567040754576463e-11,27.7904688450519,2.3545388597708455e-07,eval_accuracy
0.01,1.0,1.0,0.7519243136284937,0.0009798609865041548,10,1.000000000006948,3.071297187811673e-11,31.106047576317774,3.9905355436477055e-07,eval_accuracy
